# START,0,0,0,0,0,0
# TARGET,1.5708,0,0,0,0,0
# OBS,-0.6,-0.4,-0.6,-0.4,-1,0.5
Iter,q_0,q_1,q_2,q_3,q_4,q_5,err
229,0.365724,0.105742,-0.000346775,0.0680638,0.221896,0.124772,1.23807
230,0.301943,0.0390422,0.139854,-0.0761763,0.25757,0.00493242,1.30508
231,0.249978,-0.0556685,0.252714,-0.00914767,0.103681,-0.0074513,1.34997
232,0.282882,-0.0421504,0.134254,0.0168094,0.210703,0.053627,1.3138
233,0.228325,-0.0837995,0.0488152,-0.123539,0.313824,0.0560363,1.38871
234,0.378325,-0.159605,0.00369778,0.0180785,0.312779,-0.0262835,1.24351
235,0.330004,-0.0614237,0.0994292,0.130142,0.166375,-0.209153,1.28124
236,0.326081,-0.154913,0.0195146,-0.069858,0.0810511,-0.0840443,1.26183
237,0.322565,-0.107904,-0.0605625,0.130142,0.122484,0.0760211,1.2693
238,0.242547,-0.15978,-0.0110272,0.0485598,-0.0504338,0.0328246,1.3401
239,0.322735,-0.276721,-0.115334,-0.121396,-0.152021,-0.0295261,1.29856
240,0.360702,-0.266289,-0.0810749,-0.277128,-0.0112112,0.170474,1.28367
241,0.392257,-0.24881,-0.0921239,-0.127952,-0.162719,0.110975,1.23066
242,0.348128,-0.280757,-0.196406,-0.0957359,-0.0610374,0.298748,1.30937
243,0.321333,-0.254744,-0.30052,0.0488131,-0.0153701,0.203861,1.32686
244,0.397459,-0.132032,-0.15052,-0.125437,-0.21537,0.117815,1.2218
245,0.301139,-0.135244,-0.0472588,0.0123837,-0.265239,-0.0680811,1.30679
246,0.308026,-0.122815,0.0553672,-0.0773873,-0.361997,-0.0423458,1.32347
247,0.23282,-0.0583256,0.191825,0.122613,-0.190799,-0.174049,1.38279
248,0.145133,-0.120528,0.205729,0.304655,-0.0517968,-0.318869,1.51213
249,0.277437,-0.166182,0.355729,0.334863,0.0902535,-0.134863,1.40193
250,0.186499,-0.282458,0.260805,0.389426,0.123692,-0.118826,1.49838
251,0.25506,-0.297696,0.110805,0.419484,-0.0237671,0.0811736,1.41957
252,0.164416,-0.436567,0.0156914,0.359568,0.0335467,-0.00838129,1.51632
253,0.253395,-0.394141,0.0378457,0.326553,0.23145,-0.0449517,1.43337
254,0.254476,-0.344958,0.16841,0.249919,0.0670318,0.0459117,1.39611
255,0.369716,-0.396743,0.0184097,0.220238,0.23592,0.245912,1.32852
256,0.281725,-0.313808,-0.0182405,0.0815053,0.116731,0.0549191,1.33559
257,0.355781,-0.315391,-0.0440364,-0.0406308,0.0187312,-0.00543313,1.25686
258,0.230364,-0.334005,-0.136222,-0.0441505,0.0198092,-0.0446169,1.38968
259,0.271298,-0.362975,-0.0832359,-0.171079,0.00375952,0.0510102,1.36355
260,0.261193,-0.356553,0.0667641,-0.172323,0.118136,0.0433431,1.37556
261,0.309876,-0.403791,0.175771,-0.207328,-0.00578739,-0.141107,1.35897
262,0.398821,-0.25478,0.025771,-0.228706,0.111196,-0.225364,1.24682
263,0.254411,-0.127208,-0.0385981,-0.363724,0.081579,-0.232847,1.39417
264,0.211469,-0.0113957,-0.128018,-0.548881,-0.118421,-0.276233,1.50196
265,0.361118,-0.152795,-0.0782927,-0.585281,-0.151505,-0.290361,1.39378
266,0.375866,-0.0361587,-0.228293,-0.676081,0.0323804,-0.279031,1.42031
267,0.435087,-0.0505106,-0.0842787,-0.745387,-0.0701761,-0.479018,1.4455
268,0.429666,0.0586854,-0.0693516,-0.617156,-0.039151,-0.291696,1.33339
269,0.402078,-0.00323021,-0.197045,-0.624249,0.12403,-0.289432,1.37607
270,0.279071,-0.0149386,-0.0907232,-0.424249,0.0179294,-0.253178,1.38615
271,0.270216,0.0943834,0.0266809,-0.326196,-0.0232329,-0.0694664,1.34644
272,0.245373,0.142516,-0.0792337,-0.247425,0.070532,-0.193896,1.37373
273,0.359104,0.0093707,0.0476375,-0.33716,0.221417,-0.370338,1.33057
274,0.30692,-0.0276347,-0.0485907,-0.508816,0.0814504,-0.335906,1.40672
275,0.243175,0.0951141,0.0883877,-0.386617,0.189491,-0.245653,1.42308
276,0.25884,0.0858663,0.0248477,-0.352718,0.202957,-0.100074,1.38016
277,0.236708,0.0118166,0.0184983,-0.419541,0.25234,-0.137929,1.42793
278,0.10749,-0.0874775,-0.121131,-0.440948,0.163727,-0.0494663,1.54508
279,0.253654,-0.136862,-0.142111,-0.324463,0.150819,-0.245042,1.40066
280,0.297064,-0.174781,-0.111026,-0.217599,0.0475069,-0.239539,1.33126
281,0.263724,-0.115608,-0.0207887,-0.26372,0.0321239,-0.0615018,1.34037
282,0.252549,-0.0296527,-0.041379,-0.38558,0.232124,-0.0284049,1.39418
283,0.275422,-0.147584,0.0588082,-0.195113,0.324839,0.105139,1.36304
284,0.383497,-0.029895,-0.0596051,-0.219142,0.223417,0.275712,1.26019
285,0.268606,-0.117359,-0.117792,-0.251269,0.0730931,0.205956,1.35434
286,0.350293,-0.143569,-0.0719431,-0.41993,0.063883,0.063091,1.30377
287,0.308745,-0.118872,-0.00291764,-0.228997,0.263883,-0.0474938,1.31577
288,0.28261,-0.101267,0.147082,-0.229018,0.137578,0.0665887,1.32933
289,0.235944,-0.0110597,0.155077,-0.298674,0.154616,0.134555,1.39184
290,0.306815,-0.103897,0.148735,-0.30635,0.0842436,0.309294,1.35173
291,0.284177,-0.000805435,0.137583,-0.374791,0.126475,0.160065,1.3625
292,0.22915,-0.0659654,-0.0109208,-0.465653,0.0495839,0.0165597,1.42269
293,0.100164,-0.122989,0.139079,-0.412604,0.094083,0.015749,1.54161
294,0.115126,-0.260474,0.0666995,-0.326062,0.247426,-0.021763,1.536
295,0.218755,-0.213824,0.0115575,-0.126062,0.0474264,0.000932934,1.3755
296,0.281215,-0.167959,-0.00729831,-0.0429777,0.0780203,0.114371,1.30855
297,0.331206,-0.195154,-0.0276744,-0.216775,0.2012,0.015988,1.28964
