s,map,is_failed,is_success,iter,elapsed,f_err
1,34,0,0,200,2.63967,0.808654
1,33,0,0,200,2.65684,1.88961
1,32,0,0,200,2.64679,3.08229
1,31,0,1,127,1.69082,0.0882477
1,30,0,0,200,2.6409,1.40765
1,29,0,0,200,2.6513,1.30342
1,28,0,0,200,2.62644,0.953673
1,27,0,0,200,2.64134,1.13705
1,26,0,0,200,2.63238,2.24907
1,25,0,1,123,1.60702,0.099899
1,24,0,0,200,2.59331,1.5903
1,23,0,0,200,2.57463,0.610763
1,22,0,1,129,1.71988,0.0876575
1,21,0,0,200,2.61266,0.810296
1,20,0,1,56,0.831933,0.0919671
1,19,0,1,111,1.45702,0.0837017
1,18,0,1,120,1.5859,0.0980334
1,17,0,0,200,2.64903,1.34253
1,16,0,1,80,1.05101,0.0857591
1,15,0,0,200,2.62409,0.498266
1,14,0,1,53,0.703923,0.0928849
1,13,0,1,158,2.07036,0.0944213
1,12,0,0,200,2.63146,1.20579
1,11,0,1,51,0.687055,0.0624414
1,10,0,0,200,2.61746,0.650469
1,9,0,1,131,1.7351,0.0795102
1,8,0,1,97,1.27944,0.0919463
1,7,0,0,200,2.63355,1.33231
1,6,0,0,200,2.65239,0.995584
1,5,0,1,117,1.55499,0.0887784
1,4,0,1,187,2.46074,0.0451753
1,3,0,0,200,2.61651,0.881148
1,2,0,0,200,2.63838,1.34863
1,1,0,0,200,2.62053,0.52596
1,0,0,0,200,2.6564,0.756782
