s,map,is_failed,is_success,iter,elapsed,f_err
1,80,0,1,107,2.40596,0.0910041
1,79,0,0,200,4.38598,1.80384
1,78,0,0,200,4.49491,1.13073
1,77,0,0,200,4.73376,1.50133
1,76,0,0,200,4.49098,0.487503
1,75,0,1,86,1.91643,0.0892043
1,74,0,0,200,4.69552,0.77834
1,73,0,0,200,4.5054,1.33268
1,72,0,0,200,4.42997,1.31072
1,71,0,0,200,4.45598,1.83198
1,70,0,0,200,4.43794,2.53134
1,69,0,1,102,2.26561,0.0438653
1,68,0,1,101,2.33161,0.084208
1,67,0,1,94,2.06163,0.0936997
1,66,0,0,200,4.41435,0.928287
1,65,0,1,105,2.39507,0.0426811
1,64,0,0,200,4.37914,0.467782
1,63,0,0,200,4.44284,0.636363
1,62,0,1,134,3.09919,0.0469578
1,61,0,0,200,4.41931,1.51401
1,60,0,1,57,1.25013,0.052618
1,59,0,0,200,4.46872,0.955289
1,58,0,0,200,4.44752,0.784035
1,57,0,0,200,4.51341,1.09119
1,56,0,0,200,4.4881,0.703982
1,55,0,0,200,4.49297,0.829442
1,54,0,0,200,4.39049,2.29125
1,53,0,1,111,2.49368,0.0723591
1,52,0,0,200,4.48206,4.76378
1,51,0,0,200,4.44572,1.79229
1,50,0,1,90,2.02182,0.0852838
1,49,0,0,200,4.49218,0.934168
1,48,0,1,74,1.62113,0.0813877
1,47,0,1,165,3.71787,0.0498308
1,46,0,1,80,1.78467,0.0935121
1,45,0,1,70,1.66146,0.0984675
1,44,0,1,137,2.9892,0.0360565
1,43,0,1,103,2.33493,0.0867741
1,42,0,1,44,0.996768,0.0504825
1,41,0,0,200,4.52244,1.32646
1,40,0,0,200,4.51403,0.780904
1,39,0,1,63,1.39533,0.0859521
1,38,0,0,200,4.73004,0.796169
1,37,0,0,200,4.47257,0.867777
1,36,0,0,200,4.44646,1.93047
1,35,0,1,72,1.57345,0.0762389
1,34,0,0,200,4.45837,1.30478
1,33,0,0,200,4.46854,0.87683
1,32,0,0,200,4.46439,0.563263
1,31,0,0,200,4.4972,1.63348
1,30,0,1,53,1.17617,0.0706579
1,29,0,0,200,4.44227,2.1179
1,28,0,0,200,4.48957,1.09881
1,27,0,0,200,4.34432,1.93184
1,26,0,0,200,4.45302,1.62043
1,25,0,1,144,3.25504,0.0632074
1,24,0,0,200,4.42498,1.20314
1,23,0,0,200,4.46707,2.42835
1,22,0,1,106,2.33233,0.0929249
1,21,0,0,200,4.47398,2.3981
1,20,0,1,142,3.24524,0.083699
1,19,0,0,200,4.47674,0.132413
1,18,0,0,200,4.43241,1.16568
1,17,0,0,200,4.46342,1.93058
1,16,0,0,200,4.47461,0.163936
1,15,0,1,99,2.29514,0.0793939
1,14,0,0,200,4.45897,2.10092
1,13,0,0,200,4.36802,1.58151
1,12,0,0,200,4.46786,0.893125
1,11,0,1,75,1.74998,0.0519964
1,10,0,1,103,2.25657,0.071997
1,9,0,0,200,4.47979,6.55337
1,8,0,0,200,4.47521,1.00973
1,7,0,0,200,4.47223,3.53121
1,6,0,0,200,4.45341,1.85882
1,5,0,0,200,4.49072,5.57071
1,4,0,0,200,4.35538,1.3743
1,3,0,1,198,4.43535,0.0798232
1,2,0,0,200,4.45508,1.34917
1,1,0,0,200,4.4966,1.13518
1,0,0,1,72,1.61826,0.0615042
