299	0	1	25	0.44601	4.94603
298	0	1	42	0.725743	2.37694
297	0	1	60	1.01743	2.39796
296	0	1	45	0.757364	1.17446
295	0	1	24	0.40787	4.58069
294	0	1	20	0.354272	4.91998
293	0	1	23	0.402163	4.80327
292	0	1	42	0.709234	0.847064
291	0	1	25	0.435166	4.80404
290	0	1	19	0.335615	4.69206
289	0	1	48	0.819407	0.280086
288	0	1	59	0.997419	0.994131
287	0	1	21	0.374942	5.6142
286	0	1	60	1.01831	1.78768
285	0	1	24	0.418959	5.22296
284	0	1	27	0.457109	2.07701
283	0	1	27	0.468163	4.72163
282	0	1	24	0.418314	4.7551
281	0	1	24	0.429491	4.06291
280	0	1	22	0.385616	4.675
279	0	1	46	0.783607	0.798285
278	0	1	20	0.348846	4.5583
277	0	1	28	0.489713	4.29211
276	0	1	21	0.365387	4.93225
275	0	1	20	0.344313	4.15811
274	0	1	47	0.811574	0.880563
273	0	1	19	0.336809	4.82079
272	0	1	19	0.341478	4.70977
271	0	1	24	0.418847	4.71249
270	0	1	43	0.728034	1.10404
269	0	1	47	0.805533	1.35396
268	0	1	32	0.556735	4.75647
267	0	1	52	0.881133	1.248
266	0	1	29	0.502685	3.85347
265	0	1	23	0.400458	5.36239
264	0	1	37	0.636652	4.57605
263	0	1	32	0.548891	5.00082
262	0	1	17	0.303152	5.36562
261	0	1	17	0.307694	5.63218
260	0	1	25	0.438855	4.80128
259	0	1	44	0.752753	0.517832
258	0	1	60	1.02572	0.60158
257	0	1	28	0.495472	5.26436
256	1	0	19	0.321823	2.04367
255	0	1	18	0.318179	5.30268
254	0	1	24	0.419361	5.52402
253	0	1	31	0.532208	5.64947
252	0	1	53	0.908986	0.579362
251	0	1	27	0.455424	2.76146
250	0	1	25	0.433042	4.76418
249	0	1	53	0.92938	1.85586
248	0	1	22	0.388411	4.87518
247	0	1	63	1.07023	0.465453
246	0	1	26	0.441048	2.53869
245	1	0	17	0.282747	4.23711
244	0	1	55	0.942846	1.12411
243	0	1	47	0.801901	0.272605
242	0	1	55	0.935493	0.873783
241	0	1	26	0.456685	4.83142
240	0	1	25	0.438833	5.67267
239	0	1	36	0.636911	1.44276
238	0	1	49	0.838291	1.02025
237	0	1	55	0.939055	1.12358
236	0	1	28	0.495013	2.17266
235	1	0	13	0.226825	4.2407
234	0	1	44	0.749847	0.97386
233	0	1	52	0.898979	0.420534
232	1	0	20	0.33035	4.13572
231	0	1	37	0.641356	0.930249
230	0	1	24	0.417502	4.86737
229	0	1	39	0.680029	1.46048
228	0	1	35	0.595006	3.98453
227	0	1	23	0.383848	3.43617
226	0	1	42	0.724822	0.815159
225	0	1	24	0.417104	4.96442
224	0	1	25	0.454849	5.17644
223	0	1	59	1.00154	1.24611
222	0	1	42	0.721472	0.868062
221	0	1	66	1.12861	0.800208
220	0	1	33	0.566955	4.02256
219	0	1	63	1.05976	0.990562
218	0	1	64	1.09893	0.722604
217	0	1	24	0.420163	5.08818
216	0	1	31	0.534715	1.10021
215	0	1	28	0.482653	4.4248
214	0	1	37	0.61314	3.63409
213	0	1	59	1.00059	2.21637
212	0	1	64	1.15159	0.0534419
211	0	1	35	0.600863	0.61242
210	0	1	25	0.425558	4.41124
209	1	0	10	0.176715	3.80654
208	0	1	52	0.891866	1.08711
207	0	1	32	0.554216	4.21857
206	0	1	23	0.40694	4.6624
205	1	0	21	0.349304	2.8631
204	0	1	24	0.424345	5.80092
203	0	1	48	0.809261	0.745838
202	0	1	50	0.857312	1.70312
201	1	0	19	0.314707	4.36273
200	0	1	42	0.713061	0.446337
199	1	0	28	0.463249	1.73788
198	0	1	42	0.724296	1.08171
197	0	1	46	0.786399	0.883499
196	0	1	44	0.753607	0.993923
195	0	1	29	0.492342	3.79804
194	0	1	29	0.502085	5.16905
193	0	1	22	0.382848	5.76053
192	0	1	48	0.829154	3.25982
191	0	1	52	0.893243	0.932398
190	0	1	28	0.481311	5.61739
189	0	1	45	0.776142	1.23293
188	0	1	24	0.425594	5.05428
187	0	1	44	0.752093	0.456847
186	0	1	57	0.962902	2.53875
185	0	1	44	0.751844	0.482025
184	0	1	43	0.734511	4.82531
183	1	0	27	0.442801	2.53467
182	0	1	23	0.407129	4.92449
181	0	1	46	0.776011	0.475061
180	0	1	24	0.415565	3.83201
179	0	1	20	0.355783	5.78235
178	0	1	37	0.634956	1.15925
177	0	1	33	0.562785	0.646326
176	0	1	28	0.463463	3.71491
175	0	1	35	0.611256	4.64984
174	0	1	38	0.652129	1.31245
173	0	1	55	0.945288	1.55922
172	0	1	41	0.702743	1.0662
171	0	1	29	0.504567	4.72718
170	0	1	55	0.924441	1.147
169	0	1	48	0.816185	0.753413
168	0	1	50	0.829637	0.237231
167	0	1	45	0.768392	0.510452
166	0	1	33	0.572639	4.35099
165	0	1	57	0.968252	0.774213
164	0	1	35	0.618009	0.454006
163	0	1	29	0.511045	4.42493
162	0	1	27	0.459518	4.875
161	0	1	61	1.05483	0.127418
160	0	1	52	0.892075	0.613986
159	0	1	37	0.642395	0.787856
158	1	0	16	0.267958	2.72979
157	0	1	44	0.752048	0.691804
156	0	1	46	0.800707	0.695695
155	0	1	33	0.552018	3.25495
154	0	1	23	0.407328	5.49425
153	0	1	60	1.01926	0.745462
152	0	1	52	0.885188	1.19286
151	0	1	46	0.787664	2.68588
150	0	1	47	0.814489	1.01182
149	0	1	44	0.748634	1.05491
148	0	1	23	0.413009	3.91731
147	0	1	37	0.635865	0.716711
146	0	1	38	0.654009	1.74203
145	0	1	49	0.842952	0.800939
144	0	1	40	0.691914	1.01782
143	0	1	31	0.526736	1.68651
142	0	1	51	0.885291	1.49172
141	0	1	34	0.584752	2.84306
140	0	1	28	0.483204	4.75415
139	0	1	39	0.664454	1.19883
138	0	1	42	0.737622	1.10208
137	0	1	30	0.529331	5.39208
136	0	1	24	0.427015	5.47756
135	0	1	36	0.625512	1.5782
134	0	1	31	0.518213	1.70054
133	0	1	59	1.0034	1.63886
132	0	1	31	0.541366	4.03933
131	0	1	31	0.535974	3.94243
130	0	1	50	0.862399	0.216501
129	0	1	44	0.765947	0.304191
128	0	1	47	0.812742	0.670941
127	0	1	18	0.322343	5.68474
126	0	1	42	0.693662	3.56369
125	0	1	26	0.448757	4.69554
124	0	1	27	0.467049	5.14026
123	0	1	28	0.488976	4.14578
122	0	1	33	0.564337	0.45856
121	0	1	64	1.1022	1.03135
120	0	1	23	0.404373	5.50566
119	0	1	28	0.493036	4.57931
118	1	0	21	0.347321	4.02332
117	0	1	24	0.419503	4.59255
116	0	1	33	0.571865	0.230984
115	1	0	12	0.211685	3.54562
114	0	1	37	0.632317	2.07544
113	0	1	48	0.874913	3.03689
112	0	1	18	0.333336	5.37038
111	0	1	28	0.500997	5.03145
110	0	1	36	0.619201	1.12299
109	0	1	56	0.96179	0.492397
108	0	1	47	0.816933	1.46947
107	0	1	24	0.418043	5.05207
106	0	1	50	0.842174	1.06495
105	0	1	30	0.509295	4.27716
104	0	1	32	0.543607	0.809495
103	1	0	12	0.199265	3.809
102	0	1	41	0.696976	1.40854
101	0	1	41	0.722973	0.473375
100	0	1	34	0.572082	1.81297
99	0	1	38	0.653616	0.854892
98	0	1	67	1.15848	0.661495
97	0	1	30	0.586788	1.88617
96	1	0	10	0.197161	3.54813
95	0	1	33	0.594062	0.184492
94	0	1	35	0.615063	1.28492
93	0	1	30	0.529015	0.467763
92	0	1	20	0.346565	5.01472
91	0	1	36	0.618282	2.50208
90	0	1	37	0.636211	1.62544
89	0	1	38	0.69022	0.282634
88	0	1	26	0.444526	3.43891
87	0	1	40	0.712195	0.956434
86	0	1	40	0.675752	0.192451
85	0	1	26	0.446288	4.5615
84	0	1	61	1.03124	0.724826
83	0	1	24	0.409256	4.01074
82	0	1	58	0.994089	0.878793
81	0	1	58	0.983623	2.26583
80	0	1	57	0.956718	1.1796
79	0	1	55	0.931445	0.707071
78	0	1	25	0.431641	4.84372
77	0	1	41	0.703656	1.20597
76	0	1	43	0.734332	0.869881
75	0	1	48	0.829009	1.01927
74	0	1	51	0.892604	0.506783
73	0	1	67	1.12774	0.419852
72	0	1	45	0.776755	0.906604
71	0	1	45	0.778154	0.698275
70	0	1	46	0.781965	1.16135
69	0	1	49	0.821181	1.24853
68	0	1	41	0.698471	0.878115
67	0	1	44	0.762934	0.437772
66	0	1	53	0.906716	0.199386
65	0	1	36	0.61897	0.826623
64	0	1	59	0.995096	0.201655
63	0	1	31	0.527456	2.14373
62	0	1	63	1.06276	0.263227
61	1	0	19	0.323999	3.90661
60	0	1	36	0.611921	1.08914
59	0	1	47	0.816606	1.2891
58	0	1	17	0.297795	5.44987
57	0	1	35	0.59775	0.69627
56	0	1	47	0.81631	1.18349
55	0	1	42	0.716952	0.721193
54	0	1	35	0.604353	0.530884
53	0	1	46	0.797617	0.874722
52	0	1	38	0.652646	0.871005
51	1	0	20	0.332562	2.36399
50	0	1	27	0.460874	2.10967
49	0	1	28	0.484569	4.3007
48	0	1	45	0.776907	1.1007
47	0	1	46	0.795409	0.620479
46	0	1	49	0.863005	1.3041
45	0	1	36	0.639583	0.586651
44	1	0	11	0.193599	3.77219
43	0	1	80	1.36824	1.13756
42	0	1	53	0.925278	0.35385
41	0	1	46	0.798337	1.13544
40	0	1	50	0.860415	0.444639
39	0	1	32	0.554836	1.937
38	0	1	42	0.707757	1.44048
37	0	1	18	0.319332	5.69296
36	0	1	45	0.773833	0.293598
35	0	1	45	0.779984	0.818978
34	0	1	53	0.922823	0.333128
33	0	1	24	0.427103	4.79987
32	0	1	61	1.05962	1.49733
31	1	0	21	0.354638	2.90287
30	0	1	29	0.493669	4.00861
29	0	1	37	0.635202	0.881644
28	0	1	57	0.967381	0.694204
27	0	1	48	0.822527	0.912245
26	0	1	33	0.566352	0.733479
25	0	1	35	0.601328	1.15304
24	0	1	30	0.503568	3.78612
23	0	1	44	0.748854	0.30875
22	0	1	31	0.514046	2.80227
21	0	1	48	0.823203	1.4404
20	0	1	37	0.643838	0.774851
19	0	1	40	0.661648	3.71404
18	0	1	54	0.931062	1.69605
17	0	1	36	0.621222	1.13762
16	0	1	53	0.873617	0.926269
15	0	1	50	0.867898	0.051069
14	0	1	33	0.564893	1.24401
13	0	1	43	0.731479	0.315569
12	0	1	48	0.818885	1.87043
11	0	1	49	0.839707	1.44143
10	0	1	24	0.406114	3.82322
9	0	1	36	0.624097	0.633988
8	0	1	34	0.576692	0.942296
7	0	1	46	0.789085	0.549577
6	0	1	37	0.621853	3.60528
5	0	1	52	0.893661	1.55422
4	0	1	27	0.449704	2.34671
3	0	1	33	0.571974	1.04481
2	0	1	47	0.797127	1.01357
1	0	1	41	0.700109	0.94872
0	0	1	32	0.536675	2.35322
