iter,x,y,theta,v
71,2.63448,0.361504,0.318991,-0.0571677
72,2.62905,0.359712,0.317542,-0.231021
73,2.6071,0.352498,0.354874,-0.028929
74,2.60439,0.351493,0.360168,-0.166042
75,2.58885,0.345641,0.390069,-0.257722
76,2.56501,0.335841,0.31129,0.041982
77,2.56901,0.337127,0.308885,0.341935
78,2.60159,0.347522,0.138021,0.177596
79,2.61918,0.349965,0.137919,-0.122164
80,2.60708,0.348286,0.0777668,0.0870401
81,2.61575,0.348962,0.0651186,0.247117
82,2.64041,0.35057,-0.0583777,0.356109
83,2.67596,0.348492,-0.225298,0.0561094
84,2.68143,0.347239,-0.22646,0.0944826
85,2.69064,0.345118,-0.182734,-0.0296127
86,2.68773,0.345656,-0.197541,-0.109892
87,2.67695,0.347812,-0.180688,-0.374713
88,2.64009,0.354546,-0.267788,-0.0869983
89,2.6317,0.356848,-0.262302,-0.386998
90,2.59433,0.366883,-0.367751,-0.213659
91,2.57439,0.374565,-0.474578,-0.0119325
92,2.57333,0.37511,-0.480544,-0.0526281
93,2.56866,0.377543,-0.506858,0.062573
94,2.57413,0.374505,-0.478237,0.0708429
95,2.58042,0.371245,-0.468707,0.296625
96,2.60688,0.357845,-0.433995,0.333979
97,2.63718,0.343802,-0.267006,0.0412158
98,2.64116,0.342714,-0.246417,0.0728264
99,2.64822,0.340938,-0.222895,-0.113069
100,2.6372,0.343437,-0.215902,-0.138134
101,2.6237,0.346396,-0.190472,0.032752
102,2.62692,0.345776,-0.17511,0.259454
103,2.65247,0.341256,-0.166309,-0.00525928
104,2.65195,0.341343,-0.165335,-0.0706467
105,2.64498,0.342506,-0.200603,0.0739188
106,2.65222,0.341033,-0.205114,0.0422913
107,2.65636,0.340172,-0.194912,-0.19698
108,2.63704,0.343987,-0.162303,0.032216
109,2.64022,0.343466,-0.154307,-0.00718191
110,2.63951,0.343577,-0.156223,-0.220267
111,2.61775,0.347004,-0.0460896,-0.246007
112,2.59318,0.348137,0.076583,0.0539552
113,2.59856,0.34855,0.0844893,0.307074
114,2.62915,0.351141,0.0720744,0.321528
115,2.66122,0.353457,0.232838,0.166031
116,2.67738,0.357288,0.237703,0.338346
117,2.71026,0.365255,0.383328,0.447241
118,2.75174,0.381982,0.21943,0.14732
119,2.76612,0.385189,0.145976,0.0475261
120,2.77082,0.38588,0.167779,-0.251393
121,2.74603,0.381682,0.162468,0.0471033
122,2.75068,0.382444,0.160597,0.0413762
123,2.75477,0.383105,0.139908,-0.243473
124,2.73066,0.37971,0.0181724,-0.0730542
125,2.72335,0.379577,-0.0183542,0.0486863
126,2.72822,0.379488,0.00598896,0.0175749
127,2.72998,0.379499,0.00375355,-0.254411
128,2.70454,0.379403,-0.109298,-0.0793741
129,2.69665,0.380269,-0.0708962,-0.117741
130,2.6849,0.381103,-0.0814786,-0.1783
131,2.66713,0.382554,-0.166068,-0.00579129
132,2.66656,0.38265,-0.163854,0.215872
133,2.68786,0.379128,-0.145952,0.274207
134,2.71499,0.375141,-0.246299,0.137591
135,2.72833,0.371786,-0.315094,0.2496
136,2.75206,0.364051,-0.390078,-0.00557937
137,2.75155,0.364263,-0.392862,-0.245537
138,2.72886,0.373663,-0.464049,-0.209249
139,2.71015,0.383028,-0.473599,-0.199107
140,2.69243,0.392109,-0.424212,-0.166011
141,2.6773,0.398942,-0.453871,0.0401973
142,2.68092,0.39718,-0.472517,0.173254
143,2.69634,0.389295,-0.421785,-0.12674
144,2.68478,0.394483,-0.484301,0.103045
145,2.6939,0.389686,-0.535823,0.158069
146,2.70749,0.381615,-0.462777,0.107114
147,2.71708,0.376833,-0.441675,0.383896
148,2.75178,0.360424,-0.249728,0.19792
149,2.77096,0.355532,-0.348688,0.199775
150,2.78973,0.348707,-0.445712,-0.100225
151,2.78069,0.353027,-0.445865,0.12204
152,2.7917,0.347765,-0.469415,-0.125485
153,2.78051,0.353441,-0.512027,-0.0594397
154,2.77533,0.356353,-0.510231,0.100535
155,2.7841,0.351443,-0.489202,-0.199464
156,2.7665,0.360817,-0.4294,-0.0598767
157,2.76105,0.363309,-0.441238,-0.0698405
158,2.75474,0.366292,-0.446673,-0.198632
159,2.73682,0.374872,-0.516602,-0.121359
160,2.72627,0.380866,-0.512281,0.0885311
161,2.73399,0.376527,-0.48844,-0.211464
162,2.71531,0.38645,-0.593911,-0.369528
163,2.68469,0.407129,-0.676841,-0.0729664
164,2.679,0.411699,-0.698857,0.202965
165,2.69454,0.398641,-0.653381,-0.0710442
166,2.6889,0.40296,-0.628521,-0.0404995
167,2.68562,0.405341,-0.648704,-0.0287149
168,2.68333,0.407076,-0.638933,0.172921
169,2.69721,0.396764,-0.629846,-0.12707
170,2.68694,0.404249,-0.566312,0.0575683
171,2.6918,0.40116,-0.595096,0.0621597
172,2.69695,0.397675,-0.590564,-0.14492
173,2.68491,0.405745,-0.519845,0.15454
174,2.69833,0.398068,-0.588675,0.18811
175,2.71397,0.387623,-0.521716,0.31862
176,2.74159,0.371744,-0.600895,0.106538
177,2.75038,0.365721,-0.654163,0.261651
178,2.77114,0.3498,-0.784989,0.254728
179,2.78916,0.331795,-0.700544,0.261573
180,2.80916,0.314933,-0.592823,0.114984
181,2.8187,0.308509,-0.566796,-0.0219416
182,2.81685,0.309687,-0.562483,-0.285375
183,2.79271,0.324906,-0.512364,-0.507117
184,2.74851,0.349767,-0.765922,-0.484086
185,2.71362,0.383323,-0.524027,-0.300308
186,2.68761,0.39835,-0.671471,-0.0215609
187,2.68593,0.399691,-0.669915,0.180091
188,2.70004,0.388509,-0.670652,-0.0385904
189,2.69702,0.390908,-0.665206,0.261401
190,2.71759,0.374773,-0.672272,-0.0384655
191,2.71458,0.377169,-0.680651,0.206527
192,2.73063,0.364172,-0.712857,0.00669929
193,2.73113,0.363734,-0.710024,0.0373376
194,2.73397,0.3613,-0.728693,-0.135359
195,2.72387,0.370314,-0.786285,0.102191
196,2.73109,0.363081,-0.837363,0.000326593
197,2.73111,0.363057,-0.837324,-0.125078
198,2.72274,0.372348,-0.774785,-0.36761
199,2.69647,0.398065,-0.899977,-0.33751
