s,map,is_success,iter,elapsed,elapsed_rollout,elapsed_clustering,elapsed_connection,elapsed_guide,f_err
0,299,1,108,48.3821,0.140453,48.0934,0.00162229,0.146555,0.080495
0,298,1,106,160.364,0.13783,160.082,0.00165945,0.14286,0.0998272
0,297,1,89,111.678,0.119387,111.434,0.00134697,0.123533,0.0719529
0,296,1,109,125.538,0.1475,125.239,0.00169698,0.150443,0.0700979
0,295,1,86,92.4118,0.116821,92.1801,0.00137863,0.11351,0.0439985
0,294,1,75,47.2233,0.10198,47.003,0.00119255,0.117143,0.0818883
0,293,1,89,80.7708,0.123827,80.5102,0.00134461,0.135409,0.0580158
0,292,1,95,131.535,0.127979,131.273,0.00146811,0.133319,0.0761943
0,291,1,72,140.48,0.0913022,140.296,0.00114671,0.0914053,0.0611567
0,290,1,92,105.768,0.11903,105.522,0.00299004,0.123624,0.0567834
0,289,1,89,123.858,0.113986,123.618,0.00135298,0.125361,0.0912695
0,288,1,86,117.278,0.115284,117.033,0.00138642,0.128553,0.0513233
0,287,1,94,72.9862,0.125283,72.7286,0.0014131,0.130889,0.0930726
0,286,1,95,78.17,0.129063,77.919,0.00150945,0.12043,0.0775443
0,285,0,35,31.4376,0.0499358,31.3138,0.000581368,0.0733264,3.92131
0,284,1,90,81.5884,0.123355,81.3435,0.00139385,0.120175,0.0801671
0,283,1,70,35.8978,0.0936354,35.7018,0.00105421,0.101296,0.0603025
0,282,1,91,109.851,0.120289,109.605,0.00143463,0.124408,0.0884156
0,281,0,108,158.173,0.146396,157.845,0.00167526,0.179585,2.12163
0,280,1,88,93.9787,0.114889,93.7405,0.00134275,0.121977,0.0671043
0,279,1,76,96.255,0.106125,96.0446,0.00118328,0.103165,0.0785504
0,278,1,74,58.6253,0.100214,58.423,0.00116066,0.100881,0.0979156
0,277,1,81,125.25,0.103484,125.038,0.00123669,0.107176,0.0609148
0,276,1,90,150.687,0.126604,150.426,0.00141766,0.133412,0.0995821
0,275,1,108,97.6308,0.14285,97.3434,0.00169754,0.142827,0.0990436
0,274,1,93,124.919,0.123565,124.676,0.00142715,0.118542,0.0642641
0,273,1,94,62.6974,0.130691,62.4247,0.00146405,0.140594,0.0876969
0,272,1,111,164.084,0.154805,163.772,0.00190492,0.155439,0.0842793
0,271,0,200,305.352,0.279641,304.792,0.00308474,0.277198,0.494597
0,270,1,77,73.3127,0.136911,73.049,0.00141437,0.125353,0.0825781
0,269,1,81,109.325,0.14207,109.053,0.00127957,0.127889,0.0805723
0,268,1,87,91.2889,0.15447,90.9832,0.00124597,0.14994,0.0992221
0,267,1,96,105.867,0.151158,105.574,0.00140392,0.140091,0.0604473
0,266,1,81,122.615,0.138551,122.357,0.00116056,0.118898,0.0701424
0,265,1,88,87.9481,0.149501,87.6642,0.00127784,0.133039,0.0929868
0,264,1,81,92.1515,0.136757,91.9007,0.00118348,0.112852,0.0786608
0,263,1,103,61.8752,0.167445,61.5408,0.0014974,0.165497,0.0566747
0,262,1,118,162.289,0.193874,161.939,0.00169581,0.154825,0.098946
0,261,1,72,112.656,0.111553,112.431,0.00104046,0.112336,0.0464756
0,260,1,78,54.1934,0.12345,53.9531,0.00109823,0.11574,0.0694259
0,259,1,86,101.47,0.127232,101.216,0.00124997,0.125978,0.0890137
0,258,1,73,98.5378,0.121653,98.3007,0.00104306,0.114432,0.0651693
0,257,1,85,133.996,0.134739,133.727,0.00142877,0.133363,0.0964897
0,256,1,84,93.4067,0.12245,93.1541,0.00129322,0.128852,0.0738869
