0	299	1	106	7.94358
0	298	1	88	8.14883
0	297	1	114	9.21822
0	296	1	96	8.41653
0	295	1	103	8.63048
0	294	1	94	7.323
0	293	0	200	13.3453
0	292	1	99	8.93208
0	291	1	92	9.16684
0	290	1	75	7.05093
0	289	1	94	7.86037
0	288	1	104	9.05608
0	287	1	118	8.43302
0	286	1	83	6.90277
0	285	1	113	9.75611
0	284	1	93	7.39983
0	283	1	112	7.4932
0	282	1	100	8.86608
0	281	1	88	7.81265
0	280	1	100	8.99186
0	279	1	98	8.52427
0	278	1	95	7.01432
0	277	1	91	8.44127
0	276	1	117	9.81447
0	275	1	96	7.39503
0	274	1	101	9.33697
0	273	1	97	7.6115
0	272	1	98	9.18573
0	271	1	110	9.03964
0	270	1	73	6.45915
0	269	1	99	8.55975
0	268	1	101	7.98461
0	267	1	98	8.67679
0	266	1	104	9.08037
0	265	1	107	8.62652
0	264	1	90	7.67961
0	263	1	124	8.46698
0	262	1	91	8.64478
0	261	1	106	9.28173
0	260	1	111	8.62536
0	259	1	89	8.10162
0	258	0	200	15.1287
0	257	1	92	8.47493
0	256	1	89	7.63167
0	255	1	104	7.82152
0	254	1	90	8.73143
0	253	1	103	8.75134
0	252	1	119	10.5621
0	251	0	200	16.2018
0	250	1	98	9.00164
0	249	1	127	9.27832
0	248	0	29	1.63297
0	247	1	82	7.92082
0	246	1	107	9.16692
0	245	1	88	7.96997
0	244	1	93	8.18319
0	243	1	98	9.09599
0	242	1	82	7.24383
0	241	1	80	7.19838
0	240	1	96	8.55142
0	239	1	101	9.0901
0	238	1	119	10.7525
0	237	1	108	9.17598
0	236	1	89	8.6596
0	235	1	103	7.29569
0	234	1	91	7.85642
0	233	1	90	8.39014
0	232	1	139	10.0769
0	231	1	86	8.24426
0	230	1	105	8.95633
0	229	1	101	8.85422
0	228	1	94	8.25349
0	227	1	87	6.94527
0	226	1	114	8.6835
0	225	0	18	1.05609
0	224	1	123	9.56363
0	223	1	87	7.03901
0	222	1	103	8.70701
0	221	1	99	9.1149
0	220	1	96	8.19934
0	219	1	103	8.03488
0	218	1	79	7.95659
0	217	1	104	8.74496
0	216	1	95	8.64258
0	215	1	102	8.91724
0	214	0	200	16.026
0	213	1	83	6.77637
0	212	1	109	7.58713
0	211	1	81	7.13999
0	210	0	35	2.26731
0	209	1	105	9.55688
0	208	1	91	8.84737
0	207	1	125	10.7035
0	206	1	112	9.6984
0	205	1	95	7.07717
0	204	1	110	9.82317
0	203	1	86	6.97964
0	202	1	82	7.48164
0	201	1	73	7.09814
0	200	1	79	7.33699
0	199	1	98	8.75904
0	198	1	76	6.59643
0	197	1	118	8.7272
0	196	1	90	7.94341
0	195	1	98	9.25114
0	194	1	104	8.25145
0	193	1	85	7.07587
0	192	1	81	8.31178
0	191	1	90	9.14853
0	190	1	85	6.82883
0	189	1	91	7.77329
0	188	1	96	8.00177
0	187	1	91	6.93114
0	186	1	93	8.13106
0	185	0	200	14.0217
0	184	1	97	9.22322
0	183	1	131	10.7095
0	182	1	124	11.4055
0	181	1	83	6.82291
0	180	1	108	8.87479
0	179	1	115	9.44039
0	178	1	106	9.34552
0	177	1	88	7.92573
0	176	1	83	7.46533
0	175	1	88	7.4518
0	174	1	74	6.66808
0	173	1	87	7.98306
0	172	1	86	8.41051
0	171	1	95	7.26271
0	170	1	98	8.32954
0	169	1	98	8.99569
0	168	1	72	6.90047
0	167	1	106	9.48631
0	166	1	95	9.01286
0	165	1	109	9.66951
0	164	1	105	9.83576
0	163	1	93	8.25258
0	162	1	107	8.46115
0	161	1	76	7.86918
0	160	1	92	8.17245
0	159	1	76	7.38071
0	158	1	105	9.22071
0	157	1	75	7.26028
0	156	1	85	8.15762
0	155	1	101	8.41285
0	154	1	101	8.09917
0	153	1	112	10.1692
0	152	1	111	9.77797
0	151	1	87	7.99245
0	150	1	92	8.84978
0	149	1	94	8.58404
0	148	1	88	7.88693
0	147	1	96	8.86628
0	146	1	117	10.3282
0	145	1	115	10.0506
